ID,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,CER,WER
12487,100.0,100.0,92.68,100.0,100.0,0.0,0.0
7378,100.0,100.0,98.81,100.0,100.0,0.0,0.0
3563,100.0,100.0,96.3,100.0,100.0,0.0,0.0
12715,100.0,100.0,98.68,100.0,100.0,0.0,0.0
20372,100.0,100.0,100.0,100.0,100.0,0.0,0.0
17680,100.0,100.0,92.86,100.0,100.0,0.0,0.0
26189,100.0,100.0,98.92,100.0,100.0,0.0,0.0
10591,100.0,100.0,97.87,100.0,100.0,0.0,0.0
16565,100.0,100.0,97.83,100.0,100.0,0.0,0.0
24248,100.0,100.0,97.73,100.0,100.0,0.0,0.0
8162,100.0,100.0,100.0,100.0,100.0,0.0,0.0
11695,100.0,100.0,92.19,100.0,100.0,0.0,0.0
1563,100.0,100.0,97.67,100.0,100.0,0.0,0.0
21751,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24846,100.0,100.0,98.15,100.0,100.0,0.0,0.0
12408,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24968,100.0,100.0,100.0,100.0,100.0,0.0,0.0
8066,100.0,100.0,89.58,100.0,100.0,0.0,0.0
22026,100.0,100.0,97.3,100.0,100.0,0.0,0.0
18267,100.0,100.0,94.59,100.0,100.0,0.0,0.0
14164,100.0,100.0,97.1,100.0,100.0,0.0,0.0
15826,100.0,100.0,100.0,100.0,100.0,0.0,0.0
3134,100.0,100.0,98.11,100.0,100.0,0.0,0.0
20744,100.0,100.0,96.3,100.0,100.0,0.0,0.0
16724,100.0,100.0,100.0,100.0,100.0,0.0,0.0
2811,100.0,100.0,100.0,100.0,100.0,0.0,0.0
3319,100.0,100.0,100.0,100.0,100.0,0.0,0.0
13004,100.0,100.0,100.0,100.0,100.0,0.0,0.0
17431,100.0,100.0,100.0,100.0,100.0,0.0,0.0
21261,100.0,100.0,93.75,100.0,100.0,0.0,0.0
3995,100.0,100.0,94.25,100.0,100.0,0.0,0.0
12595,100.0,100.0,93.26,100.0,100.0,0.0,0.0
12505,100.0,100.0,98.98,100.0,100.0,0.0,0.0
1961,100.0,100.0,96.83,100.0,100.0,0.0,0.0
2990,100.0,100.0,100.0,100.0,100.0,0.0,0.0
11249,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6881,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24951,100.0,100.0,100.0,100.0,100.0,0.0,0.0
14844,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5205,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6202,100.0,100.0,100.0,100.0,100.0,0.0,0.0
3815,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5113,100.0,100.0,100.0,100.0,100.0,0.0,0.0
25379,100.0,100.0,98.21,100.0,100.0,0.0,0.0
13223,100.0,100.0,96.08,100.0,100.0,0.0,0.0
13924,100.0,100.0,96.7,100.0,100.0,0.0,0.0
2011,100.0,100.0,97.92,100.0,100.0,0.0,0.0
16188,100.0,100.0,98.8,100.0,100.0,0.0,0.0
25483,100.0,100.0,93.1,100.0,100.0,0.0,0.0
12363,100.0,100.0,100.0,100.0,100.0,0.0,0.0
10665,100.0,100.0,100.0,100.0,100.0,0.0,0.0
11481,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5998,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5180,100.0,100.0,100.0,100.0,100.0,0.0,0.0
12726,100.0,100.0,93.55,100.0,100.0,0.0,0.0
10523,100.0,100.0,97.26,100.0,100.0,0.0,0.0
24268,100.0,100.0,96.3,100.0,100.0,0.0,0.0
12465,100.0,100.0,96.36,100.0,100.0,0.0,0.0
16363,100.0,100.0,96.08,100.0,100.0,0.0,0.0
11195,100.0,100.0,98.46,100.0,100.0,0.0,0.0
11189,100.0,100.0,100.0,100.0,100.0,0.0,0.0
7285,100.0,100.0,95.24,100.0,100.0,0.0,0.0
6878,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24896,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6998,100.0,100.0,100.0,100.0,100.0,0.0,0.0
7057,100.0,100.0,98.96,100.0,100.0,0.0,0.0
4962,100.0,100.0,91.84,100.0,100.0,0.0,0.0
12051,28.79,61.36,36.17,58.33,52.78,28.14,47.06
18788,52.53,72.73,58.65,74.07,74.22,13.1,28.36
23711,43.23,64.9,46.74,67.74,64.81,19.28,34.38
22104,16.53,48.68,25.4,49.21,45.76,20.82,51.55
7598,39.36,72.41,47.06,68.57,63.81,10.34,33.33
14781,62.6,80.37,66.14,80.62,80.91,9.09,20.31
14381,41.83,67.5,51.22,69.05,68.32,12.97,30.95
13248,46.78,73.33,50.0,74.51,73.61,13.23,25.49
1212,35.11,61.73,36.78,58.43,54.1,21.58,43.48
4604,26.22,52.25,30.3,53.73,49.2,33.7,50.72
4048,32.48,62.37,40.82,62.0,57.86,17.97,40.38
15830,100.0,100.0,95.74,100.0,100.0,0.0,0.0
12092,100.0,100.0,98.0,100.0,100.0,0.0,0.0
4308,100.0,100.0,96.97,100.0,100.0,0.0,0.0
21902,100.0,100.0,95.0,100.0,100.0,0.0,0.0
7179,100.0,100.0,97.56,100.0,100.0,0.0,0.0
7638,100.0,100.0,100.0,100.0,100.0,0.0,0.0
7250,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6013,100.0,100.0,89.71,100.0,100.0,0.0,0.0
17296,100.0,100.0,100.0,100.0,100.0,0.0,0.0
8152,100.0,100.0,100.0,100.0,100.0,0.0,0.0
8296,100.0,100.0,92.31,100.0,100.0,0.0,0.0
23722,100.0,100.0,98.57,100.0,100.0,0.0,0.0
551,100.0,100.0,100.0,100.0,100.0,0.0,0.0
22516,100.0,100.0,89.47,100.0,100.0,0.0,0.0
23993,100.0,100.0,96.23,100.0,100.0,0.0,0.0
11962,100.0,100.0,98.0,100.0,100.0,0.0,0.0
17284,100.0,100.0,92.19,100.0,100.0,0.0,0.0
16909,100.0,100.0,96.97,100.0,100.0,0.0,0.0
15635,100.0,100.0,92.86,100.0,100.0,0.0,0.0
13515,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24636,100.0,100.0,97.78,100.0,100.0,0.0,0.0
7044,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18862,100.0,100.0,100.0,100.0,100.0,0.0,0.0
20516,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6606,100.0,100.0,98.48,100.0,100.0,0.0,0.0
8124,100.0,100.0,100.0,100.0,100.0,0.0,0.0
1830,100.0,100.0,84.09,100.0,100.0,0.0,0.0
12731,100.0,100.0,100.0,100.0,100.0,0.0,0.0
